NameTH	NameEN	LastNameTH	LastNameEN	DepartmentTH	doc_count	cited_by_count
นพรัตน์ 	Nopparat 	พฤกษ์ทวีศักดิ์	Plucktaveesak	ภาควิชาเคมี คณะวิทยาศาสตร์และเทคโนโลยี	0	0
อาชนัน 	Archanun 	เกาะไพบูลย์	Kohpaiboon	คณะเศรษฐศาสตร์	6	0
ภาสกร 	Paskorn 	ศรีทิพย์สุโข	Sritipsukho	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	20	12
จิตรลดา 	Chitlada 	ลิ้มจินดาพร	Limjindaporn	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	2	1
ปราณี 	Pranee 	อัศวภูษิตกุล	Asvapoositkul	คณะศิลปศาสตร์	6	0
นิธินันท์ 	Nitinant 	วิศเวศวร	Wisaweisuan	คณะเศรษฐศาสตร์	3	1
ชาลินี 	Chalinee 	รอนไพริน	Ronpirin	สถานวิทยาศาสตร์พรีคลินิก คณะแพทยศาสตร์	0	0
ตรีทศ 	Tritos 	เหล่าศิริหงษ์ทอง	Laosirihongthong	ภาควิชาวิศวกรรมอุตสาหการ คณะวิศวกรรมศาสตร์	20	5
ยุวบูรณ์ 	Yuvaboon 	จันทร์แจ่มจรูญ	Chanchamcharoon	คณะทันตแพทยศาสตร์	1	0
อาชัญ 	Archan 	นักสอน	Naksorn	คณะศิลปกรรมศาสตร์	3	0
ดมิศา 	Damisa 	มุกด์มณี	Mookmanee	คณะเศรษฐศาสตร์	0	0
อรพรรณ 	Orapan 	ยลระบิล	Yolrabil	คณะพาณิชยศาสตร์และการบัญชี	2	1
พิพัฒน์ 	Pipat 	สมภาร	Somparn	ภาควิชาเทคโนโลยีการเกษตร คณะวิทยาศาสตร์และเทคโนโลยี	20	13
รวมพร 	Roumporn 	สิทธิมงคล	Sittimongkol	ภาควิชาคณิตศาสตร์และสถิติ คณะวิทยาศาสตร์และเทคโนโลยี	1	0
วิมลพักตร์ 	Wimolpak 	ศรีไวย์	Sriwai	คณะสหเวชศาสตร์	0	0
ไวพจน์ 	Waipoj 	จันทร์วิเมลือง	Chanvimalueng	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	9	1
อารี 	Aree 	เทเลอร์	Taylor	สถานวิทยาศาสตร์พรีคลินิก คณะแพทยศาสตร์	5	1
ขจี 	Khajee 	จันทรขจร	Jantarakhajorn	ภาควิชาคณิตศาสตร์และสถิติ คณะวิทยาศาสตร์และเทคโนโลยี	0	0
เบญจมาศ 	Benjamas 	ตุลยนิติกุล	Tulyanitikul	ภาควิชาคณิตศาสตร์และสถิติ คณะวิทยาศาสตร์และเทคโนโลยี	1	0
วรางคณา 	Warangkana 	สมพงษ์	Sompongse	ภาควิชาวิทยาศาสตร์และเทคโนโลยีการอาหาร คณะวิทยาศาสตร์และเทคโนโลยี	7	0
ธนิศรา 	Thanitsara 	ทรงทวีสิน	Wetchateng	สถานวิทยาศาสตร์พรีคลินิก คณะแพทยศาสตร์	0	0
สุวรรณา 	Suwanna 	โควะวินทวีวัฒน์	Cowawintaweewat	คณะสหเวชศาสตร์	8	2
ช่อทิพ 	Chorthip 	วิริยะ	Viriya	สถาบันภาษา	1	0
อัจฉรา 	Auchara 	ตั้งสถาพรพงษ์	Tangsathapornpong	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	10	5
พฤหัส 	Pharuhat 	ต่ออุดม	Tor-udom	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	5	2
นภาพร 	Napaporn 	ยังวิเศษ	Youngvises	ภาควิชาเคมี คณะวิทยาศาสตร์และเทคโนโลยี	4	1
พัชรี 	Patcharee 	ประทุมพงษ์	Pratumpong	ภาควิชาฟิสิกส์ คณะวิทยาศาสตร์และเทคโนโลยี	0	0
ฉัตรชัย 	Chatchai 	มานะดี	Marnadee	ภาควิชาวิศวกรรมเครื่องกล คณะวิศวกรรมศาสตร์	0	0
นพพร 	Nopbhorn 	ลีปรีชานนท์	Leeprechanon	ภาควิชาวิศวกรรมไฟฟ้า คณะวิศวกรรมศาสตร์	6	0
วรภัทร 	Voraphat 	ลัคนทินวงศ์	Luckanatinvog	ภาควิชาเทคโนโลยีการเกษตร คณะวิทยาศาสตร์และเทคโนโลยี	5	0
ธาตรี 	Tatre 	จันทรโคลิกา	Jantarakolica	คณะเศรษฐศาสตร์	3	0
ศุพฤฒิ 	Supruet 	ถาวรยุติการต์	Thavornyutikarn	คณะเศรษฐศาสตร์	0	0
กิริยา 	Kitiya 	กุลกลการ	Kulkolkarn	คณะเศรษฐศาสตร์	5	2
ขนิษฐา 	Khanitta 	ศรีไพบูลย์	Sriphaibul	คณะศิลปศาสตร์	0	0
ดนุพันธ์ 	Danupun 	วิสุวรรณ	Visuwan	ภาควิชาวิศวกรรมอุตสาหการ คณะวิศวกรรมศาสตร์	2	0
ภุมรัตน์ 	Pummarat 	ฤทธิเกิด	Ridthikerd	คณะศิลปศาสตร์	0	0
จันทจิรา 	Jantajira 	เอี่ยมมยุรา	Iammayura	คณะนิติศาสตร์	6	4
วิไลลักษณ์ 	Wilailuk 	ชัยสิทธิ์	Chaiyasit	ภาควิชาวิทยาศาสตร์และเทคโนโลยีการอาหาร คณะวิทยาศาสตร์และเทคโนโลยี	0	0
พีระพงค์ 	Peerapong 	กิติภาวงค์	Kitipawong	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	2	3
ประเสริฐ 	Prasert 	วงศ์วัฒนารัตน์	Wongwathanarat	ภาควิชาเทคโนโลยีชีวภาพ คณะวิทยาศาสตร์และเทคโนโลยี	2	0
สุภาพร 	Supaporn 	วรรณศิริ	Wannasiri	สถานวิทยาศาสตร์พรีคลินิก คณะแพทยศาสตร์	2	1
สุดาวดี 	Sudawadee 	คงขำ	Kongkhum	คณะสหเวชศาสตร์	5	4
วันวิสาข์ 	Wanwisa 	สกลภาพ	Skolpap	ภาควิชาวิศวกรรมเคมี คณะวิศวกรรมศาสตร์	2	0
ลาวัลย์ 	Lawan 	ใบมณฑา	Batmonta	คณะพยาบาลศาสตร์	1	0
สมบูรณ์ 	Somboon 	กีรติประยูร	Kiratiprayoon	ภาควิชาวิทยาศาสตร์สิ่งแวดล้อม คณะวิทยาศาสตร์และเทคโนโลยี	3	0
อติวุทธ 	Atiwut 	กมุทมาศ	Kamudhamas	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	4	8
สุมณ 	Sumon 	คุ้นวงศ์	Kunwongse	สถาบันภาษา	0	0
วชิรา 	Wachira 	พรหมสาขา ณ สกลนคร	Promsaka na sakolnakorn	ภาควิชาวิศวกรรมไฟฟ้า คณะวิศวกรรมศาสตร์	0	0
ยุกติ 	Yukti 	มุกดาวิจิตร	Mukdawijitra	คณะสังคมวิทยาและมานุษยวิทยา	15	5
นันทิกา 	Nantika 	สุนทรไชยกุล	Soonthornchaikul	คณะสาธารณสุขศาสตร์	9	0
ศิริรัตน์ 	Sirirat 	โสมาภา	Somapa	คณะพาณิชยศาสตร์และการบัญชี	0	0
จารุณี 	Jarunee 	โลกสุวรรณ	Loksuwan	ภาควิชาวิทยาศาสตร์และเทคโนโลยีการอาหาร คณะวิทยาศาสตร์และเทคโนโลยี	1	0
วิโรจน์ 	Virote 	บุญญภิญโญ	Boonyapinyo	ภาควิชาวิศวกรรมโยธา คณะวิศวกรรมศาสตร์	4	0
ธัญญา 	Thanya 	สิทธิเสฏฐพงศ์	Sitthisettapong	คณะทันตแพทยศาสตร์	0	0
ทิพาพร 	Thippaporn 	ธาระวานิช	Tharavanij	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	9	3
อรวรรณ 	Orawan 	เล็กสกุลไชย	Lekskulchai	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	9	2
อภิชาติ 	Apichart 	คณิตทรัพย์	Khanichap	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	4	0
สมโภช 	Sompoche 	พจนพิมล	Pojjanapimol	ภาควิชาวิทยาศาสตร์และเทคโนโลยีการอาหาร คณะวิทยาศาสตร์และเทคโนโลยี	2	0
สิริพรรณ 	Siripan 	ศรีมีชัย	Srimechai	คณะสังคมสงเคราะห์ศาสตร์	0	0
นุชนาฏ 	Nuchanart 	เสือเล็ก	Suealek	สถานวิทยาศาสตร์พรีคลินิก คณะแพทยศาสตร์	5	0
น้ำเพชร 	Nampet 	งดงามทวีสุข	Ngodngamthaweesuk	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	0	0
บรรยงค์ 	Bunyong 	รุ่งเรืองด้วยบุญ	Rungroungdouyboon	ภาควิชาวิศวกรรมเครื่องกล คณะวิศวกรรมศาสตร์	1	0
ชวลิต 	Chavalit 	ชาลีรักษ์ตระกูล	Chaleeraktrakoon	ภาควิชาวิศวกรรมโยธา คณะวิศวกรรมศาสตร์	2	0
จรินทร์ทิพย์ 	Charintip 	สมประสิทธิ์	Somprasit	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	20	10
อภิวัฒน์ 	Apiwat 	มุตตามระ	Muttamara	ภาควิชาวิศวกรรมอุตสาหการ คณะวิศวกรรมศาสตร์	4	1
ภาณุมาศ 	Panumart 	ฤทธิไชย	Rithichai	ภาควิชาเทคโนโลยีการเกษตร คณะวิทยาศาสตร์และเทคโนโลยี	14	11
สิรินดา 	Sirinda 	กุสุมภ์	Kusump	ภาควิชาวิทยาศาสตร์และเทคโนโลยีการอาหาร คณะวิทยาศาสตร์และเทคโนโลยี	1	0
ศิริวิทย์ 	Siriwit 	บัวเจริญ	Buajarern	ภาควิชาเคมี คณะวิทยาศาสตร์และเทคโนโลยี	2	0
ถวัลย์ 	Tahaval 	ฤกษ์งาม	Rerkngarm	คณะสหเวชศาสตร์	12	1
เอกวุฒิ 	Ekawudh 	ธนานาถ	Thananart	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	2	0
สุนีย์พร 	Suneeporn 	เลิศกุลทานนท์	Lertkultanon	สถาบันภาษา	0	0
รัฐกร 	Ratha-Korn 	วิไลชนม์	Vilaichone	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	8	10
นงลักษณ์ 	Nonglak 	คณิตทรัพย์	Kanitsap	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	11	10
พรระพีพัฒน์ 	Pornrapeepat 	ภาสบุตร	Bhasaputra	ภาควิชาวิศวกรรมไฟฟ้า คณะวิศวกรรมศาสตร์	1	0
ดวงใจ 	Duangjai 	หล่อธนวณิชย์	Lortanavanit	คณะพาณิชยศาสตร์และการบัญชี	6	1
พีระ 	Peera 	อัจฉราเสถียร	Acharasatian	ภาควิชาเคมี คณะวิทยาศาสตร์และเทคโนโลยี	0	0
วนิดา 	Wanida 	พฤทธิวิทยา	Putthividhya	ภาควิชาวิทยาการคอมพิวเตอร์ คณะวิทยาศาสตร์และเทคโนโลยี	0	0
ชาครี 	Charkree 	มาลีวรรณ	Maleevan	ภาควิชาวิศวกรรมไฟฟ้า คณะวิศวกรรมศาสตร์	0	0
นงลักษณ์ 	Nongluck 	เจริญวรลักษณ์	Charoenworaluck	คณะทันตแพทยศาสตร์	0	0
เสกศักดิ์ 	Seksak 	จำเริญวงศ์	Jumreornvong	คณะพาณิชยศาสตร์และการบัญชี	5	3
ศุภลักษณ์ 	Supaluck 	พรกุลวัฒน์	Pornkulwat	คณะสังคมวิทยาและมานุษยวิทยา	0	0
มยุรี 	Mayuree 	นิรัตธราดร	Nirattharadorn	คณะพยาบาลศาสตร์	17	20
อัญญานีย์ 	Anyanee 	บุโรดม	Burodom	สถานวิทยาศาสตร์พรีคลินิก คณะแพทยศาสตร์	1	0
ประสิทธิ์ 	Prasit 	ปิวาวัฒนพานิช	Pivavatnapanith	คณะนิติศาสตร์	12	2
สมหญิง 	Somying 	พัฒน์ธีรพงศ์	Patntirapong	คณะทันตแพทยศาสตร์	0	0
ทัศนีย์ 	Thatsanee 	ภู่สำอางค์	Poosumang	คณะพยาบาลศาสตร์	1	0
วรวรรณ 	Worawan 	ดีอัซ การ์บาโย	Diaz Carballo	ภาควิชาวิทยาการคอมพิวเตอร์ คณะวิทยาศาสตร์และเทคโนโลยี	0	0
นคร 	nakhorn 	ภู่วโรดม	poovarodom	ภาควิชาวิศวกรรมโยธา คณะวิศวกรรมศาสตร์	9	2
วงหทัย 	Wonghatai 	ตันชีวะวงศ์	Tunshevavong	คณะวารสารศาสตร์และสื่อสารมวลชน	2	0
รัชต 	Ratchata 	พีชวณิชย์	Peachavanish	ภาควิชาวิทยาการคอมพิวเตอร์ คณะวิทยาศาสตร์และเทคโนโลยี	0	0
ธีรกุล 	Teerakul 	อาภรณ์สุวรรณ	Arpornsuwan	คณะสหเวชศาสตร์	2	0
อุรารัตน์ 	Urarat 	แน่นหนา	Nanna	สถานวิทยาศาสตร์พรีคลินิก คณะแพทยศาสตร์	2	0
กิตติพัฒน์ 	Kittipat 	อุโฆษกิจ	Ukoskit	ภาควิชาเทคโนโลยีชีวภาพ คณะวิทยาศาสตร์และเทคโนโลยี	13	0
ไตรรัตน์ 	Trairat 	โภคพลากรณ์	Pokapalakorn	คณะรัฐศาสตร์	4	0
ธีรนุช 	Teeranut 	ห้านิรัติศัย	Harnirattisai	คณะพยาบาลศาสตร์	15	24
ดรุณี 	Darunee 	ศรีชนะ	Srichana	ภาควิชาเทคโนโลยีการเกษตร คณะวิทยาศาสตร์และเทคโนโลยี	10	2
สุธน 	Suthon 	พรธิสาร	Porntisan	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	4	4
ทิพวรรณ 	Tippawan 	หรรษคุณาชัย	Hansakunachai	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	6	1
ศิริเพ็ญ 	Siripen 	เปสี	Pasee	คณะทันตแพทยศาสตร์	1	0
คณิต 	Kanit 	วิทยาวนิชชัย	Wittayavanichai	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	0	0
สุชาติ 	Suchat 	วงศ์สุวานิช	Wongsuwanich	สถาบันภาษา	0	0
ศิริวัน 	Siriwan 	ตติยานุพันธ์วงศ์	Tatiyanupunwong	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	2	0
ตะวันชัย 	Tawanchai 	จิรประมุขพิทักษ์	Jirapramukpitak	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	10	31
ดิชพงศ์ 	Dichapong 	พงศ์ภัทรชัย	Pongpattrachai	คณะพาณิชยศาสตร์และการบัญชี	8	7
สุภกร 	Supakorn 	บุญยืน	Boonyuen	ภาควิชาเคมี คณะวิทยาศาสตร์และเทคโนโลยี	12	5
ชนาเนา 	Chananao 	วรัญญู	Varunyou	คณะศิลปศาสตร์	1	0
มาริสา 	Marisa 	การีเวทย์	Garivait	คณะศิลปศาสตร์	0	0
ชนิตโชต 	Chanitchote 	ปิยพิทยานันต์	Piyapittayanun	ภาควิชาเทคโนโลยีชีวภาพ คณะวิทยาศาสตร์และเทคโนโลยี	3	0
ณิชยาภรณ์ 	Nichayaporn 	มีเดช	Meedech	ภาควิชาคณิตศาสตร์และสถิติ คณะวิทยาศาสตร์และเทคโนโลยี	0	0
นภดล 	Nopadol 	อุชายภิชาติ	Uchaipichat	ภาควิชาวิศวกรรมไฟฟ้า คณะวิศวกรรมศาสตร์	0	0
สุภศรี 	Supasi 	กาหยี	Kayee	คณะศิลปศาสตร์	0	0
ธีร์ 	Thira 	เจียศิริพงษ์กุล	Jearsiripongkul	ภาควิชาวิศวกรรมเครื่องกล คณะวิศวกรรมศาสตร์	0	0
นเรศ 	Naret 	ลิมสัมพันธ์เจริญ	Limsamphancharoen	ภาควิชาวิศวกรรมโยธา คณะวิศวกรรมศาสตร์	1	0
ภาสพงศ์ 	Passapong 	ศรีพิจารณ์	Sripicharn	คณะศิลปศาสตร์	1	0
นลินี 	Nalinee 	ตันธุวนิตย์	Tantuvanit	คณะสังคมวิทยาและมานุษยวิทยา	4	2
ไพรัช 	Phairat 	อุศุภรัตน์	Usubharatana	ภาควิชาวิศวกรรมเคมี คณะวิศวกรรมศาสตร์	4	0
ทิพย์สุดา 	Tipsuda 	ไชยไพบูลย์วงศ์	Chaipiboonwong	ภาควิชาฟิสิกส์ คณะวิทยาศาสตร์และเทคโนโลยี	0	0
เกรียงไกร 	Kriengkrai 	เตชกานนท์	Techakanont	คณะเศรษฐศาสตร์	1	0
ภูรี 	Puree 	สิรสุนทร	Sirasoontorn	คณะเศรษฐศาสตร์	4	1
ศุภนิตย์ 	Supanit 	ตั้งสง่าศักดิ์ศรี	Tangsangasaksri	คณะเศรษฐศาสตร์	0	0
มงคล 	Mongkol 	ตั้งเง็กกี่	Tangngekkee	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	2	0
หาญพล 	Harnpon 	พึ่งรัศมี	Phungrassami	ภาควิชาวิศวกรรมเคมี คณะวิศวกรรมศาสตร์	6	0
นิรมล 	Niramol 	ศากยวงศ์	Sakkayawong	ภาควิชาเทคโนโลยีชีวภาพ คณะวิทยาศาสตร์และเทคโนโลยี	8	3
ศิริวรรณ 	Siriwan 	สืบนุการณ์	Suebnukarn	คณะทันตแพทยศาสตร์	2	1
วิโรจน์ 	Wiroj 	ลิ่มตระการ	Limtrakarn	ภาควิชาวิศวกรรมเครื่องกล คณะวิศวกรรมศาสตร์	4	3
ผดุงศักดิ์ 	Phadungsak 	รัตนเดโช	Ratanadecho	ภาควิชาวิศวกรรมเครื่องกล คณะวิศวกรรมศาสตร์	11	1
ไข่มุกด์ 	Khaimuk 	ช่างศรี	Changsri	คณะสหเวชศาสตร์	1	0
พิศิษฐ 	Pisit 	วัฒนเรืองโกวิท	Wattanaruangkowit	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	6	2
ทิพบุษฏ์ 	Tippabust 	เอกแสงศรี	Eksangsri	ภาควิชาวิศวกรรมเคมี คณะวิศวกรรมศาสตร์	0	0
ประภัสสร์ 	Prapat 	วังศกาญจน์	Wangskarn	ภาควิชาวิศวกรรมเคมี คณะวิศวกรรมศาสตร์	2	0
ศิลปพร 	Sillapaporn 	ศรีจั่นเพชร	Srijunpetch	คณะพาณิชยศาสตร์และการบัญชี	20	4
วัจนา 	Watjana 	สุริยธรรม	Suriyatham	สถาบันภาษา	0	0
รุจน์ 	Ruj 	โกมลบุตร	Komonbut	คณะวารสารศาสตร์และสื่อสารมวลชน	5	1
นาวิน 	Nawin 	สมญาติ	Somyat	ภาควิชาวิศวกรรมไฟฟ้า คณะวิศวกรรมศาสตร์	0	0
สุทิษา 	Suthisa 	โรจนอนันต์	Rojananun	คณะศิลปศาสตร์	0	0
ชิดกมล 	Chidkamol 	สังข์ทอง	Sungthong	คณะพยาบาลศาสตร์	2	6
สุดแดน 	Suddan 	วิสุทธิลักษณ์	Wisudthiluck	คณะสังคมวิทยาและมานุษยวิทยา	5	0
บุษบา 	Busaba 	พฤกษาพันธุ์รัตน์	Phruksaphanrat	ภาควิชาวิศวกรรมอุตสาหการ คณะวิศวกรรมศาสตร์	9	3
วัลลีย์ 	Vanlee 	ศิริกาญจนาวงศ์	Siriganjanawong	สถาบันภาษา	1	0
อลิสา 	Alisa 	รัตนพฤกษ์	Ratanapruks	สถาบันภาษา	0	0
พัชรา 	Patchara 	วงศ์หิรัญสมบัติ	Wonghiransombat	สถาบันภาษา	0	0
ปกป้อง 	Pokpong 	ศรีสนิท	Srisanit	คณะนิติศาสตร์	12	6
ชาญณรงค์ 	Channarong 	อัศวเทศานุภาพ	Asavatesanupap	ภาควิชาวิศวกรรมเครื่องกล คณะวิศวกรรมศาสตร์	1	0
กัลยกร 	Kalyakorn 	วรกุลลัฎฐานีย์	Worakullattanee	คณะวารสารศาสตร์และสื่อสารมวลชน	1	0
อาชัญญ์ 	Archan 	บุญญานันต์	Boonyanan	ภาควิชาวิศวกรรมโยธา คณะวิศวกรรมศาสตร์	2	0
วิทวัส 	Witawats 	ศตสุข	Satasook	ภาควิชาวิศวกรรมเครื่องกล คณะวิศวกรรมศาสตร์	0	0
ศากุน 	Sakun 	บุญอิต	Boon-itt	คณะพาณิชยศาสตร์และการบัญชี	4	1
วิภากร 	Wipakorn 	ชาโญพงษ์ คาวาซากิ	Chayopong Kawasaki	สถาบันภาษา	0	0
ลัดดาวัลย์ 	Laddawan 	สุนันท์ลิกานนท์	Sunanliganon	คณะทันตแพทยศาสตร์	6	0
ปัทมา 	Pattama 	สัปปพันธ์	Sappapan	สถาบันภาษา	0	0
สุพัตรา 	Supatra 	วชิระเจริญวงศ์	Wachiracharoenwong	สถาบันภาษา	1	0
สุดาทิพย์ 	Sudathip 	ผาติชีพ	Paticheep	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	4	0
สุนทร 	Soonthorn 	ชลประเสริฐสุข	Chonprasertsuk	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	0	0
ฉัตรชัย 	Chatchai 	มิ่งมาลัยรักษ์	Mingmalairak	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	5	1
ยุทธเดช 	Yuthadej 	ทวีกุล	Thaweekul	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	13	3
เจน 	Chane 	จิตะพันธ์กุล	Jitapunkul	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	0	0
ศริยา 	Sariya 	ประจักษ์ธรรม	Prachukthum	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	5	0
เฉลิมขวัญ 	Chalermkwan 	ภู่วรวรรณ	Phuvoravan	คณะทันตแพทยศาสตร์	6	0
ชัชสรัญ 	Chatsaran 	อจลญา เต็งพงศธร	Ajalaya Tengpongthorn	คณะศิลปศาสตร์	0	0
สมชาติ 	Somchart 	ฉันทศิริวรรณ	Chantasiriwan	ภาควิชาวิศวกรรมเครื่องกล คณะวิศวกรรมศาสตร์	13	4
มนต์ชัย 	Monchai 	พฤกษ์วิไลเลิศ	Prukvilailert	ภาควิชาวิศวกรรมเครื่องกล คณะวิศวกรรมศาสตร์	1	0
สันทนา 	Santana 	สิงห์เสน่ห์	Singhasaneh	คณะพาณิชยศาสตร์และการบัญชี	0	0
วัชระ 	Vachara 	สินธุประมา	Sindhuprama	คณะศิลปศาสตร์	1	0
โอภาส 	Opas 	ไตรตานนท์	Traitanon	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	0	0
ศุภชัย 	Supachai 	สุรพันธ์	Surapunt	ภาควิชาวิศวกรรมอุตสาหการ คณะวิศวกรรมศาสตร์	2	0
พรรณา 	Panna 	จาตุรงคกุล	Chaturongakul	สถาบันภาษา	0	0
วาริยา 	Wariya 	หมื่นสา	Muensa	คณะพยาบาลศาสตร์	2	0
ชุมพล 	Choompol 	บุญมี	Boonmee	ภาควิชาวิศวกรรมไฟฟ้า คณะวิศวกรรมศาสตร์	0	0
โกศล 	Kosol 	คำพิทักษ์	Kampitak	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	13	15
เสกสรรค์ 	Seksun 	สโมสรสุข	Samosornsuk	คณะสหเวชศาสตร์	9	1
ภิญรดา 	Pinrada 	เมธารมณ์	Tharakulwattana	คณะพาณิชยศาสตร์และการบัญชี	0	0
สุภัทรชัย 	Supattharachai 	บงสุนันท์	Bongsununt	คณะทันตแพทยศาสตร์	1	0
พงษ์ธร 	Phongthorn 	วราศัย	Wrasai	คณะเศรษฐศาสตร์	0	0
ตรีทิพย์ 	Treetip 	รัตนวรชัย	Ratanavalachai	สถานวิทยาศาสตร์พรีคลินิก คณะแพทยศาสตร์	11	1
อักษรศรี 	Aksornsri 	พานิชสาส์น	Phanishsarn	คณะเศรษฐศาสตร์	4	0
สารรัตน์ 	Sararud 	วุฒิอาภา	Vuthiarpa	คณะพยาบาลศาสตร์	4	0
บวรลักษณ์ 	Paweena 	ทองทวี	Thongthawee	คณะพยาบาลศาสตร์	3	1
ปริญญา 	Parinya 	แร่ทอง	Raetong	คณะพยาบาลศาสตร์	8	10
ผุสดี 	Pussadee 	โตบันลือภพ	Tobunluepop	คณะสหเวชศาสตร์	8	2
พรพิมล 	Pornpimo 	อังคเศกวินัย	Angkasekwinai	คณะสหเวชศาสตร์	1	0
พัชรี 	Patcharee 	คุณค้ำชู	Kooncumchoo	คณะสหเวชศาสตร์	6	1
ปรีย์กมล 	Pregamol 	รัชนกุล	Rutchanagul	คณะพยาบาลศาสตร์	20	9
วรรัตน์ 	Woraratana 	ปัตรประกร	Pattaraprakorn	ภาควิชาวิศวกรรมเคมี คณะวิศวกรรมศาสตร์	3	0
วชิราภรณ์ 	Wachiraporn 	รุ่งโรจน์ชนาทิพย์	Rungrojchanatip	คณะศิลปศาสตร์	1	0
พรทิพย์ 	Pornthip 	เฉิดฉินนภา	Chirtchinnapa	คณะศิลปศาสตร์	4	0
สุธาสินี 	Suthasinee 	ปิยพสุนทรา	Piyapasuntra	คณะศิลปศาสตร์	3	0
มาลินี 	Malinee 	พงศ์เสวี	Pongsavee	คณะสหเวชศาสตร์	1	0
วิไลลักษณ์ 	Wilailuck 	วงศ์อาษา	Wong-arsa	คณะพยาบาลศาสตร์	4	2
กฤติรัตน์ 	Kritirat 	เกียรติศิริโรจน์	Kiatsirirote	คณะทันตแพทยศาสตร์	2	0
ศุกระวรรณ 	Sukkrawan 	อินทรขาว	Intarakhao	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	4	0
มาลี 	Malee 	สันติคุณาภรณ์	Santikunaporn	ภาควิชาวิศวกรรมเคมี คณะวิศวกรรมศาสตร์	0	0
มนวรรัตน์ 	Monvorarat 	ผ่องไพบูลย์	Pongpaiboon	ภาควิชาวิทยาการคอมพิวเตอร์ คณะวิทยาศาสตร์และเทคโนโลยี	0	0
ลภินี 	Lapinee 	โกศลบุญ	Kosonboon	คณะพาณิชยศาสตร์และการบัญชี	2	2
วรางคณา 	Warangkana 	ศรีกำเหนิด	Srikamnerd	คณะศิลปศาสตร์	4	0
เอกจิตต์ 	Ekachidd 	จึงเจริญ	Chungcharoen	คณะพาณิชยศาสตร์และการบัญชี	1	0
ดุจดาว 	Dujdow 	ทรงธรรมวัฒน์	Songthamwat	คณะสหเวชศาสตร์	1	0
จรีภรณ์ 	Jareeporn 	เอกวัฒน์ชัย	Ekwatchai	คณะสหเวชศาสตร์	0	0
ชไมพร 	Chamaiporn 	รุ่งฤกษ์ฤทธิ์	Rungroekrit	คณะสังคมสงเคราะห์ศาสตร์	2	0
ไชยณรงค์ 	Chainarong 	จักรธรานนท์	Chaktranond	ภาควิชาวิศวกรรมเครื่องกล คณะวิศวกรรมศาสตร์	3	0
ศศิชัย 	Sasichai 	กังสดาลอำไพ	Kangsadalampai	สถานวิทยาศาสตร์พรีคลินิก คณะแพทยศาสตร์	5	0
ทวิดา 	Tavida 	กมลเวชช	Kamolvej	คณะรัฐศาสตร์	8	5
ดำรงค์ 	Dumrong 	อดุลยฤทธิกุล	Adunyarittigun	คณะศิลปศาสตร์	0	0
ศุภลัคน์ 	Supaluck 	เตชะพงศธร	Taechapongstorn	คณะศิลปศาสตร์	0	0
วิทวัน 	Vitawan 	จันทร	Chunthone	คณะศิลปกรรมศาสตร์	2	0
อาณัติ 	Arnat 	ลีมัคเดช	Leemakdej	คณะพาณิชยศาสตร์และการบัญชี	14	2
ปริญญา 	Prinya 	เทวานฤมิตรกุล	Thaewanaurmitkul	คณะนิติศาสตร์	4	0
เบญญา 	Benya 	เชิดหิรัญกร	Cherdhirunkorn	ภาควิชาฟิสิกส์ คณะวิทยาศาสตร์และเทคโนโลยี	3	1
เทวัญ 	Taewan 	เปลี่ยนสายทอง	Pleansaithong	ภาควิชาฟิสิกส์ คณะวิทยาศาสตร์และเทคโนโลยี	1	1
